ebird_species_code,species_num,scientific_name,japanese_name,ebird_sciname,ebird_common_name,order,family,ebird_common_name_freq,frequency_annual_mean,frequency_max,n_periods_detected,residence_status,xc_total,xc_japan,inat_total,inat_japan,inat_api_total,inat_api_japan,ml_total,ml_japan,recordings_total,recordings_japan,recordings_downloadable,priority_tier,priority_score,ml_available,ml_japan_available,recordings_with_ml
plewar1,495,Locustella pleskei,ウチヤマセンニュウ,Helopsaltes pleskei,Pleske's Grasshopper Warbler,PASSERIFORMES,LOCUSTELLIDAE,Pleske's Grasshopper Warbler,0.0008441791666666,0.0066434,20.0,summer,45.0,28.0,0.0,0.0,3.0,3.0,46.0,37.0,94.0,68.0,48.0,P2,0.0001281980218678769,46.0,37.0,94.0
sibcra1,110,Leucogeranus leucogeranus,ソデグロヅル,Leucogeranus leucogeranus,Siberian Crane,GRUIFORMES,GRUIDAE,Siberian Crane,0.0007815291666666,0.0048348,20.0,winter,40.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,70.0,0.0,40.0,P2,0.00012666753104517573,30.0,0.0,70.0
chiegr,339,Egretta eulophotes,カラシラサギ,Egretta eulophotes,Chinese Egret,PELECANIFORMES,ARDEIDAE,Chinese Egret,0.0004927708333333,0.0024321,26.0,resident,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,P1,0.00012612864918387824,13.0,0.0,13.0
scsmer1,60,Mergus squamatus,コウライアイサ,Mergus squamatus,Scaly-sided Merganser,ANSERIFORMES,ANATIDAE,Scaly-sided Merganser,0.0001972166666666,0.001604,18.0,passage,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,P1,0.0001244298629001422,0.0,0.0,1.0
bryshe1,301,Puffinus bryani,オガサワラヒメミズナギドリ,Puffinus bryani,Bryan's Shearwater,PROCELLARIIFORMES,PROCELLARIIDAE,Bryan's Shearwater,0.000123125,0.0015,13.0,resident,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,0.000123125,0.0,0.0,0.0
tufpuf,265,Fratercula cirrhata,エトピリカ,Fratercula cirrhata,Tufted Puffin,CHARADRIIFORMES,ALCIDAE,Tufted Puffin,0.00038728125,0.002213,24.0,passage,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,P1,0.000122173631812673,7.0,0.0,7.0
creibi1,317,Nipponia nippon,トキ,Nipponia nippon,Crested Ibis,PELECANIFORMES,THRESKIORNITHIDAE,Crested Ibis,0.0007356041666666,0.0029352,45.0,resident,30.0,0.0,0.0,0.0,0.0,0.0,36.0,8.0,66.0,8.0,30.0,P2,0.00012083920441894804,36.0,8.0,66.0
bohwax,438,Bombycilla garrulus,キレンジャク,Bombycilla garrulus,Bohemian Waxwing,PASSERIFORMES,BOMBYCILLIDAE,Bohemian Waxwing,0.0013708104166666,0.0048535,30.0,winter,421.0,1.0,81.0,0.0,642.0,2.0,1591.0,8.0,2735.0,11.0,1144.0,P3,0.00012005297164375952,1591.0,8.0,2735.0
duswar,473,Phylloscopus fuscatus,ムジセッカ,Phylloscopus fuscatus,Dusky Warbler,PASSERIFORMES,PHYLLOSCOPIDAE,Dusky Warbler,0.0012994229166666,0.009393,34.0,resident,795.0,0.0,18.0,1.0,96.0,6.0,948.0,23.0,1857.0,30.0,909.0,P3,0.000119648775260262,948.0,23.0,1857.0
leaauk,260,Aethia pusilla,コウミスズメ,Aethia pusilla,Least Auklet,CHARADRIIFORMES,ALCIDAE,Least Auklet,0.0007074583333333,0.0054077,23.0,winter,11.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,62.0,0.0,11.0,P2,0.00011790972222221667,51.0,0.0,62.0
pieavo1,126,Recurvirostra avosetta,ソリハシセイタカシギ,Recurvirostra avosetta,Pied Avocet,CHARADRIIFORMES,RECURVIROSTRIDAE,Pied Avocet,0.0011851541666666,0.0065942,38.0,winter,651.0,0.0,4.0,0.0,43.0,0.0,396.0,1.0,1094.0,1.0,698.0,P3,0.00011736486445378157,396.0,1.0,1094.0
rebfly,553,Ficedula parva,ニシオジロビタキ,Ficedula parva,Red-breasted Flycatcher,PASSERIFORMES,MUSCICAPIDAE,Red-breasted Flycatcher,0.0013344749999999,0.0056433,31.0,winter,1137.0,2.0,59.0,0.0,459.0,1.0,1378.0,22.0,3033.0,25.0,1655.0,P3,0.00011536435831975042,1378.0,22.0,3033.0
creauk,262,Aethia cristatella,エトロフウミスズメ,Aethia cristatella,Crested Auklet,CHARADRIIFORMES,ALCIDAE,Crested Auklet,0.0005452145833333,0.0031474,26.0,resident,4.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,28.0,0.0,4.0,P1,0.00011111203168484057,24.0,0.0,28.0
lotjae,249,Stercorarius longicaudus,シロハラトウゾクカモメ,Stercorarius longicaudus,Long-tailed Jaeger,CHARADRIIFORMES,STERCORARIIDAE,Long-tailed Jaeger,0.0008546354166666,0.0082737,32.0,summer,112.0,0.0,0.0,0.0,1.0,0.0,110.0,0.0,223.0,0.0,113.0,P3,0.00010937539659124829,110.0,0.0,223.0
yebbun1,624,Emberiza chrysophrys,キマユホオジロ,Emberiza chrysophrys,Yellow-browed Bunting,PASSERIFORMES,EMBERIZIDAE,Yellow-browed Bunting,0.0007892875,0.018085,13.0,summer,90.0,0.0,1.0,0.0,3.0,0.0,57.0,5.0,151.0,5.0,94.0,P3,0.00010875641719971202,57.0,5.0,151.0
vartit2,443,Sittiparus olivaceus,オリイヤマガラ,Sittiparus olivaceus,Iriomote Tit,PASSERIFORMES,PARIDAE,Iriomote Tit,0.0004230041666666,0.0015,36.0,resident,2.0,2.0,0.0,0.0,0.0,0.0,11.0,11.0,13.0,13.0,2.0,P1,0.00010827131098630493,11.0,11.0,13.0
grpsni1,141,Rostratula benghalensis,タマシギ,Rostratula benghalensis,Greater Painted-Snipe,CHARADRIIFORMES,ROSTRATULIDAE,Greater Painted-Snipe,0.0008570520833333,0.003568,41.0,resident,27.0,0.0,0.0,0.0,11.0,3.0,207.0,7.0,245.0,10.0,38.0,P3,0.00010782743906542278,207.0,7.0,245.0
parjae,248,Stercorarius parasiticus,クロトウゾクカモメ,Stercorarius parasiticus,Parasitic Jaeger,CHARADRIIFORMES,STERCORARIIDAE,Parasitic Jaeger,0.0007980541666666,0.0037863,40.0,resident,93.0,0.0,0.0,0.0,1.0,0.0,74.0,0.0,168.0,0.0,94.0,P3,0.00010770847071575929,74.0,0.0,168.0
lanwar,496,Locustella lanceolata,マキノセンニュウ,Locustella lanceolata,Lanceolated Warbler,PASSERIFORMES,LOCUSTELLIDAE,Lanceolated Warbler,0.0009521541666666,0.0113464,21.0,summer,169.0,9.0,2.0,0.0,46.0,0.0,251.0,23.0,468.0,32.0,217.0,P3,0.0001072666421298346,251.0,23.0,468.0
whblau1,28,Pterorhinus sannio,カオジロガビチョウ,Pterorhinus sannio,White-browed Laughingthrush,PASSERIFORMES,LEIOTHRICHIDAE,White-browed Laughingthrush,0.0008628916666666,0.002277,48.0,resident,111.0,1.0,3.0,0.0,25.0,3.0,186.0,6.0,325.0,10.0,139.0,P3,0.00010330138864943839,186.0,6.0,325.0
swspet,278,Hydrobates monorhis,ヒメクロウミツバメ,Hydrobates monorhis,Swinhoe's Storm-Petrel,PROCELLARIIFORMES,HYDROBATIDAE,Swinhoe's Storm-Petrel,0.0003794166666666,0.0021494,19.0,passage,8.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,1.0,8.0,P1,0.00010253285975894755,3.0,0.0,11.0
grynig1,66,Caprimulgus jotaka,ヨタカ,Caprimulgus jotaka,Gray Nightjar,CAPRIMULGIFORMES,CAPRIMULGIDAE,Gray Nightjar,0.0009097229166666,0.005295,28.0,summer,111.0,2.0,16.0,7.0,116.0,30.0,280.0,23.0,523.0,62.0,243.0,P3,0.00010067567929447143,280.0,23.0,523.0
lcspet,280,Hydrobates leucorhous,コシジロウミツバメ,Hydrobates leucorhous,Leach's Storm-Petrel,PROCELLARIIFORMES,HYDROBATIDAE,Leach's Storm-Petrel,0.0007835249999999,0.0035058,33.0,summer,21.0,0.0,2.0,0.0,15.0,0.0,217.0,0.0,255.0,0.0,38.0,P3,9.787181439564219e-05,217.0,0.0,255.0
compea,8,Pavo cristatus,インドクジャク,Pavo cristatus,Indian Peafowl,GALLIFORMES,PHASIANIDAE,Indian Peafowl,0.0010562708333333,0.0045536,47.0,resident,348.0,2.0,24.0,0.0,189.0,0.0,1298.0,3.0,1859.0,5.0,561.0,P3,9.724583135598345e-05,1298.0,3.0,1859.0
snogoo,8,Anser caerulescens,ハクガン,Anser caerulescens,Snow Goose,ANSERIFORMES,ANATIDAE,Snow Goose,0.0008208583333333,0.0041232,29.0,winter,155.0,0.0,58.0,0.0,228.0,0.0,0.0,0.0,441.0,0.0,441.0,P3,9.337312295759571e-05,0.0,0.0,441.0
maslau1,29,Pterorhinus perspicillatus,カオグロガビチョウ,Pterorhinus perspicillatus,Masked Laughingthrush,PASSERIFORMES,LEIOTHRICHIDAE,Masked Laughingthrush,0.0008332416666666,0.0018811,48.0,resident,96.0,0.0,18.0,0.0,130.0,3.0,253.0,9.0,497.0,12.0,244.0,P3,9.296567383694043e-05,253.0,9.0,497.0
dollar1,379,Eurystomus orientalis,ブッポウソウ,Eurystomus orientalis,Dollarbird,CORACIIFORMES,CORACIIDAE,Dollarbird,0.00086013125,0.0061795,22.0,summer,123.0,1.0,4.0,0.0,94.0,2.0,387.0,17.0,608.0,20.0,221.0,P3,9.296037517831485e-05,387.0,17.0,608.0
sheowl,373,Asio flammeus,コミミズク,Asio flammeus,Short-eared Owl,STRIGIFORMES,STRIGIDAE,Short-eared Owl,0.0009430625,0.0041633,29.0,winter,373.0,0.0,12.0,0.0,70.0,0.0,773.0,0.0,1228.0,0.0,455.0,P3,9.187664023560135e-05,773.0,0.0,1228.0
redpha1,187,Phalaropus fulicarius,ハイイロヒレアシシギ,Phalaropus fulicarius,Red Phalarope,CHARADRIIFORMES,SCOLOPACIDAE,Red Phalarope,0.00073330625,0.0030843,40.0,summer,121.0,0.0,0.0,0.0,5.0,0.0,129.0,0.0,255.0,0.0,126.0,P3,9.15988809485001e-05,129.0,0.0,255.0
rolhaw,364,Buteo lagopus,ケアシノスリ,Buteo lagopus,Rough-legged Hawk,ACCIPITRIFORMES,ACCIPITRIDAE,Rough-legged Hawk,0.0006285104166666,0.0032731,24.0,winter,41.0,0.0,1.0,0.0,9.0,1.0,68.0,1.0,119.0,2.0,51.0,P3,9.084012721635703e-05,68.0,1.0,119.0
roster,239,Sterna dougallii,ベニアジサシ,Sterna dougallii,Roseate Tern,CHARADRIIFORMES,LARIDAE,Roseate Tern,0.0008034479166666,0.0049793,22.0,summer,221.0,8.0,1.0,0.0,9.0,0.0,230.0,3.0,461.0,11.0,231.0,P3,9.073516193481602e-05,230.0,3.0,461.0
tribun1,621,Emberiza tristrami,シロハラホオジロ,Emberiza tristrami,Tristram's Bunting,PASSERIFORMES,EMBERIZIDAE,Tristram's Bunting,0.0006596541666666,0.0088322,15.0,passage,79.0,0.0,0.0,0.0,1.0,1.0,79.0,9.0,159.0,10.0,80.0,P3,8.998249163565083e-05,79.0,9.0,159.0
emedov2,92,Chalcophaps indica,キンバト,Chalcophaps indica,Asian Emerald Dove,COLUMBIFORMES,COLUMBIDAE,Asian Emerald Dove,0.0008430708333333,0.0067168,40.0,summer,116.0,4.0,3.0,0.0,54.0,1.0,526.0,8.0,699.0,13.0,173.0,P3,8.918297867196685e-05,526.0,8.0,699.0
whssta2,510,Sturnia sinensis,カラムクドリ,Sturnia sinensis,White-shouldered Starling,PASSERIFORMES,STURNIDAE,White-shouldered Starling,0.00053885625,0.0017557,32.0,resident,16.0,0.0,3.0,0.0,3.0,0.0,48.0,0.0,70.0,0.0,22.0,P2,8.73359481475114e-05,48.0,0.0,70.0
bkfbun1,632,Emberiza spodocephala,シベリアアオジ,Emberiza spodocephala,Black-faced Bunting,PASSERIFORMES,EMBERIZIDAE,Black-faced Bunting,0.0007786625,0.012337,17.0,summer,304.0,43.0,2.0,0.0,35.0,11.0,249.0,13.0,590.0,67.0,341.0,P3,8.455034941662058e-05,249.0,13.0,590.0
swagoo1,10,Anser cygnoid,サカツラガン,Anser cygnoides,Swan Goose,ANSERIFORMES,ANATIDAE,Swan Goose,0.00054004375,0.0038947,21.0,winter,74.0,0.0,5.0,0.0,34.0,1.0,0.0,0.0,113.0,1.0,113.0,P3,7.889044407061811e-05,0.0,0.0,113.0
corplo,132,Charadrius hiaticula,ハジロコチドリ,Charadrius hiaticula,Common Ringed Plover,CHARADRIIFORMES,CHARADRIIDAE,Common Ringed Plover,0.0008630395833333,0.0028512,38.0,resident,1299.0,0.0,5.0,0.0,62.0,0.0,615.0,0.0,1981.0,0.0,1366.0,P3,7.87914391604471e-05,615.0,0.0,1981.0
sopsku1,246,Stercorarius maccormicki,オオトウゾクカモメ,Stercorarius maccormicki,South Polar Skua,CHARADRIIFORMES,STERCORARIIDAE,South Polar Skua,0.0004337333333333,0.0024584,26.0,resident,14.0,0.0,0.0,0.0,3.0,0.0,30.0,0.0,47.0,0.0,17.0,P1,7.724946531082047e-05,30.0,0.0,47.0
masboo,309,Sula dactylatra,アオツラカツオドリ,Sula dactylatra,Masked Booby,SULIFORMES,SULIDAE,Masked Booby,0.0004957791666666,0.0030717,30.0,resident,34.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,90.0,0.0,34.0,P2,7.599823072214065e-05,56.0,0.0,90.0
litsti,168,Calidris minuta,ヨーロッパトウネン,Calidris minuta,Little Stint,CHARADRIIFORMES,SCOLOPACIDAE,Little Stint,0.0006111229166666,0.0038059,35.0,resident,176.0,0.0,0.0,0.0,1.0,0.0,92.0,0.0,269.0,0.0,177.0,P3,7.56139132722834e-05,92.0,0.0,269.0
barbut1,122,Turnix suscitator,ミフウズラ,Turnix suscitator,Barred Buttonquail,CHARADRIIFORMES,TURNICIDAE,Barred Buttonquail,0.0005859020833333,0.0024958,36.0,resident,26.0,0.0,0.0,0.0,4.0,0.0,201.0,0.0,231.0,0.0,30.0,P3,7.450257058469679e-05,201.0,0.0,231.0
sooter1,238,Onychoprion fuscatus,セグロアジサシ,Onychoprion fuscatus,Sooty Tern,CHARADRIIFORMES,LARIDAE,Sooty Tern,0.00059555625,0.0045674,29.0,summer,39.0,0.0,0.0,0.0,11.0,0.0,209.0,0.0,259.0,0.0,50.0,P3,7.41857528295007e-05,209.0,0.0,259.0
rebsta1,506,Spodiopsar sericeus,ギンムクドリ,Spodiopsar sericeus,Red-billed Starling,PASSERIFORMES,STURNIDAE,Red-billed Starling,0.00052151875,0.0021873,34.0,resident,55.0,0.0,0.0,0.0,2.0,2.0,77.0,7.0,134.0,9.0,57.0,P3,7.358327820283795e-05,77.0,7.0,134.0
hazgro1,61,Tetrastes bonasia,エゾライチョウ,Tetrastes bonasia,Hazel Grouse,GALLIFORMES,PHASIANIDAE,Hazel Grouse,0.0006892458333333,0.0022415,45.0,resident,418.0,2.0,19.0,0.0,174.0,1.0,116.0,15.0,727.0,18.0,611.0,P3,7.247761729585548e-05,116.0,15.0,727.0
yebgro1,599,Eophona migratoria,コイカル,Eophona migratoria,Yellow-billed Grosbeak,PASSERIFORMES,FRINGILLIDAE,Yellow-billed Grosbeak,0.0005995124999999,0.0028918,33.0,resident,117.0,0.0,3.0,1.0,25.0,12.0,194.0,50.0,339.0,63.0,145.0,P3,7.125493366919452e-05,194.0,50.0,339.0
lesfri,308,Fregata ariel,コグンカンドリ,Fregata ariel,Lesser Frigatebird,SULIFORMES,FREGATIDAE,Lesser Frigatebird,0.0002048208333333,0.0015,17.0,passage,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,P1,6.82736111111e-05,6.0,0.0,6.0
cursan,159,Calidris ferruginea,サルハマシギ,Calidris ferruginea,Curlew Sandpiper,CHARADRIIFORMES,SCOLOPACIDAE,Curlew Sandpiper,0.00055701875,0.0035053,23.0,passage,228.0,0.0,0.0,0.0,3.0,0.0,81.0,1.0,312.0,1.0,231.0,P3,6.715421558899265e-05,81.0,1.0,312.0
grfhaw1,351,Accipiter soloensis,アカハラダカ,Tachyspiza soloensis,Chinese Sparrowhawk,ACCIPITRIFORMES,ACCIPITRIDAE,Chinese Sparrowhawk,0.000394575,0.0081699,17.0,passage,23.0,0.0,0.0,0.0,0.0,0.0,40.0,4.0,63.0,4.0,23.0,P2,6.551825000565366e-05,40.0,4.0,63.0
japqua,65,Coturnix japonica,ウズラ,Coturnix japonica,Japanese Quail,GALLIFORMES,PHASIANIDAE,Japanese Quail,0.0004487437499999,0.0015,43.0,resident,57.0,2.0,1.0,0.0,10.0,2.0,53.0,4.0,121.0,8.0,68.0,P3,6.463706336584348e-05,53.0,4.0,121.0
rinduc,42,Aythya collaris,クビワキンクロ,Aythya collaris,Ring-necked Duck,ANSERIFORMES,ANATIDAE,Ring-necked Duck,0.0005835833333333,0.0026336,22.0,winter,81.0,0.0,4.0,0.0,20.0,0.0,425.0,0.0,530.0,0.0,105.0,P3,6.444672902143445e-05,425.0,0.0,530.0
grcter1,231,Thalasseus bergii,オオアジサシ,Thalasseus bergii,Great Crested Tern,CHARADRIIFORMES,LARIDAE,Great Crested Tern,0.0005460125,0.0036051,29.0,resident,92.0,0.0,0.0,0.0,11.0,0.0,268.0,7.0,371.0,7.0,103.0,P3,6.39131998438099e-05,268.0,7.0,371.0
pinbun,617,Emberiza leucocephalos,シラガホオジロ,Emberiza leucocephalos,Pine Bunting,PASSERIFORMES,EMBERIZIDAE,Pine Bunting,0.00050179375,0.0067764,20.0,passage,180.0,0.0,1.0,0.0,16.0,0.0,94.0,1.0,291.0,1.0,197.0,P3,6.12335129539823e-05,94.0,1.0,291.0
manher1,327,Gorsachius melanolophus,ズグロミゾゴイ,Gorsachius melanolophus,Malayan Night Heron,PELECANIFORMES,ARDEIDAE,Malayan Night Heron,0.0005527708333333,0.0021488,42.0,resident,40.0,3.0,18.0,0.0,129.0,0.0,335.0,3.0,522.0,6.0,187.0,P3,6.1191735761651e-05,335.0,3.0,522.0
blkswa,2,Cygnus atratus,コクチョウ,Cygnus atratus,Black Swan,ANSERIFORMES,ANATIDAE,Black Swan,0.0004790583333333,0.0015,44.0,resident,58.0,0.0,4.0,0.0,31.0,0.0,191.0,0.0,284.0,0.0,93.0,P3,5.870905478301791e-05,191.0,0.0,284.0
commyn,33,Acridotheres tristis,インドハッカ,Acridotheres tristis,Common Myna,PASSERIFORMES,STURNIDAE,Common Myna,0.0007247125,0.0032935,43.0,resident,377.0,0.0,124.0,0.0,649.0,0.0,4345.0,4.0,5495.0,4.0,1150.0,P3,5.8329643459960475e-05,4345.0,4.0,5495.0
swisni1,182,Gallinago megala,チュウジシギ,Gallinago megala,Swinhoe's Snipe,CHARADRIIFORMES,SCOLOPACIDAE,Swinhoe's Snipe,0.0004082458333333,0.0033302,24.0,passage,41.0,0.0,2.0,0.0,23.0,0.0,64.0,1.0,130.0,1.0,66.0,P3,5.795329256371586e-05,64.0,1.0,130.0
pingro,601,Pinicola enucleator,ギンザンマシコ,Pinicola enucleator,Pine Grosbeak,PASSERIFORMES,FRINGILLIDAE,Pine Grosbeak,0.0006593833333333,0.0030864,37.0,summer,332.0,8.0,67.0,0.0,267.0,0.0,2288.0,9.0,2954.0,17.0,666.0,P3,5.7191318360140186e-05,2288.0,9.0,2954.0
grebit1,321,Botaurus stellaris,サンカノゴイ,Botaurus stellaris,Eurasian Bittern,PELECANIFORMES,ARDEIDAE,Eurasian Bittern,0.0006412291666666,0.0020417,39.0,resident,1486.0,0.0,60.0,0.0,405.0,1.0,495.0,2.0,2446.0,3.0,1951.0,P3,5.6960742192322354e-05,495.0,2.0,2446.0
goleag,350,Aquila chrysaetos,イヌワシ,Aquila chrysaetos,Golden Eagle,ACCIPITRIFORMES,ACCIPITRIDAE,Golden Eagle,0.0004766270833333,0.0015,37.0,resident,167.0,7.0,1.0,0.0,13.0,0.0,149.0,0.0,330.0,7.0,181.0,P3,5.691042857056088e-05,149.0,0.0,330.0
yebloo,272,Gavia adamsii,ハシジロアビ,Gavia adamsii,Yellow-billed Loon,GAVIIFORMES,GAVIIDAE,Yellow-billed Loon,0.0003200124999999,0.0015737,30.0,resident,15.0,0.0,1.0,0.0,3.0,0.0,32.0,0.0,51.0,0.0,19.0,P2,5.586887990823252e-05,32.0,0.0,51.0
y00478,225,Larus glaucoides,アイスランドカモメ,Larus glaucoides,Iceland Gull,CHARADRIIFORMES,LARIDAE,Iceland Gull,0.0003929645833333,0.0032197,21.0,passage,28.0,0.0,0.0,0.0,3.0,0.0,102.0,0.0,133.0,0.0,31.0,P3,5.552844749792022e-05,102.0,0.0,133.0
hoopoe,378,Upupa epops,ヤツガシラ,Upupa epops,Eurasian Hoopoe,BUCEROTIFORMES,UPUPIDAE,Eurasian Hoopoe,0.0006309166666666,0.0043335,34.0,resident,780.0,0.0,158.0,2.0,915.0,6.0,1141.0,3.0,2994.0,11.0,1853.0,P3,5.463039188477702e-05,1141.0,3.0,2994.0
rettro,266,Phaethon rubricauda,アカオネッタイチョウ,Phaethon rubricauda,Red-tailed Tropicbird,PHAETHONTIFORMES,PHAETHONTIDAE,Red-tailed Tropicbird,0.0003962416666666,0.0036241,19.0,passage,50.0,0.0,0.0,0.0,5.0,0.0,107.0,0.0,162.0,0.0,55.0,P3,5.385509561031885e-05,107.0,0.0,162.0
demcra1,113,Anthropoides virgo,アネハヅル,Anthropoides virgo,Demoiselle Crane,GRUIFORMES,GRUIDAE,Demoiselle Crane,0.0003540208333333,0.0022831,19.0,passage,0.0,0.0,2.0,0.0,9.0,0.0,84.0,0.0,95.0,0.0,11.0,P2,5.3640228560348986e-05,84.0,0.0,95.0
recpoc,36,Netta rufina,アカハシハジロ,Netta rufina,Red-crested Pochard,ANSERIFORMES,ANATIDAE,Red-crested Pochard,0.0003802020833333,0.0020545,19.0,passage,82.0,0.0,2.0,0.0,4.0,0.0,52.0,0.0,140.0,0.0,88.0,P3,5.3176997308911745e-05,52.0,0.0,140.0
tigshr1,422,Lanius tigrinus,チゴモズ,Lanius tigrinus,Tiger Shrike,PASSERIFORMES,LANIIDAE,Tiger Shrike,0.0003143062499999,0.0022014,18.0,passage,36.0,0.0,0.0,0.0,2.0,0.0,28.0,8.0,66.0,8.0,38.0,P2,5.1631732003368226e-05,28.0,8.0,66.0
whwter,244,Chlidonias leucopterus,ハジロクロハラアジサシ,Chlidonias leucopterus,White-winged Tern,CHARADRIIFORMES,LARIDAE,White-winged Tern,0.0004069687499999,0.0019412,27.0,resident,162.0,0.0,0.0,0.0,6.0,0.0,87.0,1.0,255.0,1.0,168.0,P3,5.0835353007015475e-05,87.0,1.0,255.0
gybthr1,524,Turdus hortulorum,カラアカハラ,Turdus hortulorum,Gray-backed Thrush,PASSERIFORMES,TURDIDAE,Gray-backed Thrush,0.0004338979166666,0.0064489,20.0,passage,145.0,0.0,3.0,3.0,45.0,41.0,183.0,110.0,376.0,154.0,193.0,P3,5.067573366518792e-05,183.0,110.0,376.0
palbun,635,Emberiza pallasi,シベリアジュリン,Emberiza pallasi,Pallas's Bunting,PASSERIFORMES,EMBERIZIDAE,Pallas's Bunting,0.0003747604166666,0.0029545,23.0,passage,123.0,0.0,1.0,0.0,1.0,0.0,67.0,2.0,192.0,2.0,125.0,P3,4.9311146647143684e-05,67.0,2.0,192.0
ricpip1,587,Anthus richardi,マミジロタヒバリ,Anthus richardi,Richard's Pipit,PASSERIFORMES,MOTACILLIDAE,Richard's Pipit,0.0005023833333333,0.0039254,33.0,resident,651.0,0.0,2.0,0.0,19.0,0.0,608.0,3.0,1280.0,3.0,672.0,P3,4.866084345046008e-05,608.0,3.0,1280.0
asidow1,173,Limnodromus semipalmatus,シベリアオオハシシギ,Limnodromus semipalmatus,Asian Dowitcher,CHARADRIIFORMES,SCOLOPACIDAE,Asian Dowitcher,0.0002143916666666,0.0015,13.0,passage,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,10.0,P1,4.8076007213698075e-05,10.0,0.0,20.0
leswoo1,392,Dryobates minor,コアカゲラ,Dryobates minor,Lesser Spotted Woodpecker,PICIFORMES,PICIDAE,Lesser Spotted Woodpecker,0.0005347958333333,0.0016823,44.0,resident,1123.0,0.0,48.0,0.0,344.0,1.0,843.0,3.0,2358.0,4.0,1515.0,P3,4.773014749500576e-05,843.0,3.0,2358.0
pecsan,171,Calidris melanotos,アメリカウズラシギ,Calidris melanotos,Pectoral Sandpiper,CHARADRIIFORMES,SCOLOPACIDAE,Pectoral Sandpiper,0.0004584520833333,0.0022588,28.0,passage,175.0,0.0,2.0,0.0,11.0,0.0,624.0,0.0,812.0,0.0,188.0,P3,4.741519669324012e-05,624.0,0.0,812.0
sibacc,578,Prunella montanella,ヤマヒバリ,Prunella montanella,Siberian Accentor,PASSERIFORMES,PRUNELLIDAE,Siberian Accentor,0.0002772770833333,0.0025922,13.0,passage,31.0,1.0,0.0,0.0,2.0,1.0,25.0,10.0,58.0,12.0,33.0,P2,4.694129319737897e-05,25.0,10.0,58.0
chemun,40,Lonchura atricapilla,キンパラ,Lonchura atricapilla,Chestnut Munia,PASSERIFORMES,ESTRILDIDAE,Chestnut Munia,0.0003380020833333,0.0015,31.0,resident,38.0,0.0,0.0,0.0,3.0,0.0,117.0,0.0,158.0,0.0,41.0,P3,4.6162988621714904e-05,117.0,0.0,158.0
canvas,37,Aythya valisineria,オオホシハジロ,Aythya valisineria,Canvasback,ANSERIFORMES,ANATIDAE,Canvasback,0.0002829020833333,0.0015737,20.0,passage,11.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,77.0,0.0,11.0,P2,4.487816036671457e-05,66.0,0.0,77.0
wispet,273,Oceanites oceanicus,アシナガウミツバメ,Oceanites oceanicus,Wilson's Storm-Petrel,PROCELLARIIFORMES,OCEANITIDAE,Wilson's Storm-Petrel,0.0002580708333333,0.0019364,17.0,passage,25.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,52.0,0.0,25.0,P2,4.484376683927912e-05,27.0,0.0,52.0
faipit1,409,Pitta nympha,ヤイロチョウ,Pitta nympha,Fairy Pitta,PASSERIFORMES,PITTIDAE,Fairy Pitta,0.0003698958333333,0.0023646,17.0,passage,39.0,1.0,8.0,3.0,60.0,21.0,235.0,46.0,342.0,71.0,107.0,P3,4.389796002159646e-05,235.0,46.0,342.0
sllcra1,106,Rallina eurizonoides,オオクイナ,Rallina eurizonoides,Slaty-legged Crake,GRUIFORMES,RALLIDAE,Slaty-legged Crake,0.0003544833333333,0.001612,28.0,resident,37.0,2.0,6.0,0.0,31.0,0.0,267.0,3.0,341.0,5.0,74.0,P3,4.208983701444339e-05,267.0,3.0,341.0
norgre1,199,Tringa guttifer,カラフトアオアシシギ,Tringa guttifer,Nordmann's Greenshank,CHARADRIIFORMES,SCOLOPACIDAE,Nordmann's Greenshank,0.0001745208333333,0.0026103,12.0,passage,9.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,16.0,2.0,9.0,P1,4.1852271509184444e-05,7.0,0.0,16.0
stepet,292,Pterodroma longirostris,ヒメシロハラミズナギドリ,Pterodroma longirostris,Stejneger's Petrel,PROCELLARIIFORMES,PROCELLARIIDAE,Stejneger's Petrel,6.518125e-05,0.0015,3.0,vagrant,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,P1,4.1124789999979565e-05,1.0,0.0,1.0
